database,type,year,itle,authors,keywords,pages,abstract
SPRINGERLINK,Chapter,2014,In-Place Natural and Effortless Navigation for Large Industrial Scenarios,Lucas S. FigueiredoMariana PinheiroEdvar Vilar NetoThiago MenezesJoão Marcelo TeixeiraVeronica TeichriebPedro AlessioDaniel Freitas,"body gestures, in-place navigation, natural interaction",10,"Here we address the problem of navigating in virtual environments with fixed display visualizations (e.g. projections and tvs) by using natural gestures. Gesture metaphors have proven to be a powerful tool for human computer interaction. Examples arise from smartphones to state of the art projects like the Holodesk (from Microsoft Research). However, regarding the use of gestures for navigation in virtual environments, a specific limitation arises in respect to the user movimentation in the real space. The gestures should provide the user a way of turning the virtual camera direction without losing the view of the screen. Moreover, the user must be able to move long distances in the virtual environment without trespassing real world boundaries and without becoming fatigued."
SPRINGERLINK,Chapter,2014,Randomised Testing of a Microprocessor Model Using SMT-Solver State Generation,Brian CampbellIan Stark,"HOL, microprocessor models, Randomised testing, SMT",10,"We validate a HOL4 model of the ARM Cortex-M0 microcontroller core by testing the model’s behaviour on randomly chosen instructions against a real chip. The model and our intended application involve precise timing information about instruction execution, but the implementations are pipelined, so checking the behaviour of single instructions would not give us sufficient confidence in the model. Thus we test the model using sequences of randomly chosen instructions. The main challenge is to meet the constraints on the initial and intermediate execution states: we must ensure that memory accesses are in range and that we respect restrictions on the instructions. By careful transformation of these constraints an off-the-shelf SMT solver can be used to find suitable states for executing test sequences."
SPRINGERLINK,Chapter,2014,3D Rectangulations and Geometric Matrix Multiplication,Peter FloderusJesper JanssonChristos LevcopoulosAndrzej LingasDzmitry Sledneu,"Geometric decompositions, Matrix multiplication, Minimum number rectangulation, Polyhedron, Time complexity",10,"The problem of partitioning an input rectilinear polyhedron $$P$$ into a minimum number of 3D rectangles is known to be NP-hard. We first develop a $$4$$ -approximation algorithm for the special case in which $$P$$ is a 3D histogram. It runs in $$O(m \log m)$$ time, where $$m$$ is the number of corners in $$P$$ . We then apply it to compute the arithmetic matrix product of two $$n \times n$$ matrices $$A$$ and $$B$$ with nonnegative integer entries, yielding a method for computing $$A \times B$$ in $$\tilde{O}(n^2+ \min \{ r_Ar_B, n\min \{r_A,\ r_B\}\})$$ time, where $$\tilde{O}$$ suppresses polylogarithmic (in $$n$$ ) factors and where $$r_A$$ and $$r_B$$ denote the minimum number of 3D rectangles into which the 3D histograms induced by $$A$$ and $$B$$ can be partitioned, respectively."
SPRINGERLINK,Chapter,2013,Model-Based Testing for Verification Back-Ends,Cyrille ArthoArmin BiereMartina Seidl,"Application Programming Interface, Conjunctive Normal Form, Propositional Formula, Software Product Line, System Under Test",10,"Many verification tools used in practice rely on sophisticated SAT and SMT solvers. These reasoning engines are assumed and expected to be correct, but, in general, too complex to be fully verified. Therefore, effective testing techniques have to be employed. In this paper, we show how to employ model-based testing (MBT) to test sequences of application programming interface (API) calls and different system configurations. We applied this approach to our SAT solver Lingeling and compared it to existing testing approaches, revealing the effectiveness of MBT for the development of reliable SAT solvers."
SPRINGERLINK,Chapter,2013,Case Studies in Learning-Based Testing,Lei FengSimon LundmarkKarl MeinkeFei NiuMuddassar A. SindhuPeter Y. H. Wong,"Kripke Structure, Model Check, Requirement Modeling, Slip Rate, System Under Test",10,"We present case studies which show how the paradigm of learning-based testing (LBT) can be successfully applied to black-box requirements testing of industrial reactive systems. For this, we apply a new testing tool LBTest, which combines algorithms for incremental black-box learning of Kripke structures with model checking technology. We show how test requirements can be modeled in propositional linear temporal logic extended by finite data types. We then provide benchmark performance results for LBTest applied to three industrial case studies."
SPRINGERLINK,Chapter,2013,Modbat: A Model-Based API Tester for Event-Driven Systems,Cyrille Valentin ArthoArmin BiereMasami HagiyaEric PlatonMartina SeidlYoshinori TanabeMitsuharu Yamamoto,"model-based testing, Software testing, test case derivation",10,"Model-based testing derives test executions from an abstract model that describes the system behavior. However, existing approaches are not tailored to event-driven or input/output-driven systems. In particular, there is a need to support non-blocking I/O operations, or operations throwing exceptions when communication is disrupted. Our new tool “Modbat” is specialized for testing systems where these issues are common. Modbat uses extended finite-state machines to model system behavior. Unlike most existing tools, Modbat offers a domain-specific language that supports state machines and exceptions as first-class constructs. Our model notation also handles non-determinism in the system under test, and supports alternative continuations of test cases depending on the outcome of non-deterministic operations. These features allow us to model a number of interesting libraries succinctly. Our experiments show the flexibility of Modbat and how language support for model features benefits their correct use."
SPRINGERLINK,Chapter,2013,Experience with Industrial Adoption of Business Process Models for User Acceptance Testing,Deepali KholkarPooja YelureHarshit TiwariAjay DeshpandeAditya Shetye,"Business Analyst, Business Process Model, Business Process Modeling Notation, Business Rule, Unify Modeling Language",10,"Model based testing or the generation of tests from machine readable models has been widely deployed in industry for testing embedded systems and devices. Attempts are being made to extend its use to business systems. However, in spite of its potential for process improvement, its large-scale adoption for testing business systems is not yet seen, mainly due to little data being available on such use. This paper presents the findings from industrial deployment of a business process model based testing approach for User Acceptance Testing of large banking and insurance systems. The approach met with easier acceptance from the user community due to use of business process models and has proved to scale to very large models. It resulted in an overall productivity benefit of 20-30% in test design and planning, in addition to digitization of domain and process knowledge and has been successfully adopted organization-wide. Benefits as well as issues faced in large-scale adoption are discussed along with solutions found and open problems."
SPRINGERLINK,Chapter,2013,Unfolding-Based Test Selection for Concurrent Conformance,Hernán Ponce de LeónStefan HaarDelphine Longuet,"Coverage Criterion, Label Transition System, Partial Order, System Under Test, Test Suite",10,"Model-based testing has mainly focused on models where currency is interpreted as interleaving (like the ioco theory for labeled transition systems), which may be too coarse when one wants concurrency to be preserved in the implementation. In order to test such concurrent systems, we choose to use Petri nets as specifications and define a concurrent conformance relation named co-ioco . We propose a test generation algorithm based on Petri net unfolding able to build a complete test suite w.r.t our co-ioco conformance relation. In addition we propose a coverage criterion based on a dedicated notion of complete prefixes that selects a manageable test suite."
SPRINGERLINK,Chapter,2013,Identification and Selection of Interaction Test Scenarios for Integration Testing,Mohamed MussaFerhat Khendek,"Components, Integration, Interactions, Model Based Testing, Testing",10,"Integration testing checks for compatibility and interoperability between the components in the system. Integration test models are, typically, generated independently from the other testing level models. In our research, we aim at a model-based framework across unit, integration, and acceptance level testing. This paper contributes to this framework and for the generation of integration test models from unit test models. More precisely, we focus on component interaction test scenarios identification and selection. Following our approach, at each integration step, unit test cases with interaction scenarios involving the component and the context are identified, selected and merged to build the integration test model for the next step. Unit test stubs and drivers are reused in the integration test model. Redundant test cases are eliminated from the generated test models."
SPRINGERLINK,Chapter,2013,Model-Driven Test Code Generation,Beatriz Pérez LamanchaPedro RealesMacario PoloDanilo Caivano,"Model Transformation, Object Management Group, Sequence Diagram, Software Product Line, System Under Test",10,"Model-driven Testing (MDT) refers a model-based testing that follows Model Driven Engineering paradigm, i.e., the test cases are automated generated using models extracted from software artifacts through model transformations. In previous work, we developed a model to model transformation that takes as input UML 2.0 sequence diagrams, and automatically derive test cases scenarios that conforms the UML Testing Profile. In this work, these test case scenarios are automatically transformed using model to text transformation. This transformation, which can be applied to obtain test cases in a variety of programming languages, is implemented with MOFScript, which is also an OMG standard."
SPRINGERLINK,Chapter,2013,Towards a GUI Test Model Using State Charts and Programming Code,Daniel MauserAlexander KlausKonstantin Holl,"automotive, human machine interface, model based testing",10,"Modern human machine interfaces provide a sophisticated structure and logic to ease their use. As they are the only mean to control the system behind, extensive testing and highest quality is required in the automotive domain. A common testing approach in literature is to derive the necessary test cases from a formal model. However, redundancy and data dependency still hinder manual modeling in the industrial context. In this paper, we present preliminary work to address these obstacles. As a first step, we combined depictive state charts with reusable programming code. We modeled parts of the graphical user interface of a state-of-the-art infotainment system and successfully generated a test suite that covers our testing goal to reach each button at least once."
SPRINGERLINK,Chapter,2013,Automatic Grammar-Based Test Generation,Hai-Feng GuoZongyan Qiu,"Coverage Tree, Generate Test Case, Production Rule, Software Product Line, Test Generation",10,"In this paper, we present an automatic grammar-based test generation approach which takes a symbolic grammar as input, requires zero control input from users, and produces well-distributed test cases. Our approach utilizes a novel dynamic stochastic model where each variable is associated with a tuple of probability distributions, which are dynamically adjusted along the derivation. The adjustment is based on a tabling strategy to keep track of the recursion of each grammar variable. We further present a test generation coverage tree illustrating the distribution of generated test cases and their detailed derivations, more importantly, it provides various implicit balance control mechanisms. We implemented this approach in a Java-based system, named Gena . Experimental results demonstrate the effectiveness of our test generation approach and show the balanced distribution of generated test cases over grammatical structures."
SPRINGERLINK,Chapter,2013,Systematic Review on Software Product Line Testing,Beatriz Pérez LamanchaMacario PoloMario Piattini,"Software product lines, Software testing, Survey, Systematic review, Test",10,"This article presents a systematic review of the literature about Testing in Software Product Lines. The objective is to analyze the existing approaches to testing in software product lines, discussing the significant issues related to this area of knowledge and providing an up-to-date state of the art, which can serve as a basis for innovative research activities. The paper includes an analysis on how SPL research can contribute to dynamize the research in software testing."
SPRINGERLINK,Chapter,2013,Behavioral Fuzzing Operators for UML Sequence Diagrams,Martin SchneiderJürgen GroßmannNikolay TcholtchevIna SchieferdeckerAndrej Pietschker,"Fuzzing, Model-based Testing, Security Testing, UML",10,"Model-based testing is a recognized method for testing the functionality of a system under test. However, it is not only the functionality of a system that has to be assessed. Also the security aspect has to be tested, especially for systems that provide interfaces to the Internet. In order to find vulnerabilities that could be exploited to break into or to crash a system, fuzzing is an established technique in industry. Model-based fuzzing complements model-based testing of functionality in order to find vulnerabilities by injecting invalid input data into the system. While it focuses on invalid input data, we present a complementary approach called behavioral fuzzing. Behavioral fuzzing does not inject invalid input data but sends an invalid sequence of messages to the system under test. We start with existing UML sequence diagrams – e.g. functional test cases – and modify them by applying fuzzing operators in order to generate invalid sequences of messages. We present the identified fuzzing operators and propose a classification for them. A description of a case study from the ITEA-2 research project DIAMONDS as well as preliminary results are presented."
SPRINGERLINK,Chapter,2013,Incremental Refinement Checking for Test Case Generation,Bernhard K. AichernigElisabeth JöbstlMatthias Kegele,"action systems, conformance, constraint solving, model-based testing, mutation testing, refinement, SMT solving",10,"We combine model-based testing and mutation testing to automatically generate a test suite that achieves a high mutation adequacy score. The original model representing the system under test is mutated. To generate test cases that detect whether a modelled fault has been implemented, we perform a refinement check between the original and the mutated models. Action systems serve as formal models. They are well-suited to model reactive systems and allow non-determinism. We extend our previous work by two techniques to improve efficiency: (1) a strategy to efficiently handle a large number of mutants and (2) incremental solving. A case study illustrates the potential of our improvements. The runtime for checking appr. 200 mutants could be reduced from 20s to 3s. We implemented our algorithms in two versions: one uses a constraint solver, the other one an SMT solver. Both show similar performance."
SPRINGERLINK,Chapter,2013,A Generic Fault Model for Quality Assurance,Alexander PretschnerDominik HollingRobert EschbachMatthias Gemmar,,10,"Because they are comparatively easy to implement, structural coverage criteria are commonly used for test derivation in model- and code-based testing. However, there is a lack of compelling evidence that they are useful for finding faults, specifically so when compared to random testing. This paper challenges the idea of using coverage criteria for test selection and instead proposes an approach based on fault models. We define a general fault model as a transformation from correct to incorrect programs and/or a partition of the input data space. Thereby, we leverage the idea of fault injection for test assessment to test derivation. We instantiate the developed general fault model to describe existing fault models. We also show by example how to derive test cases."
SPRINGERLINK,Chapter,2013,A Grey-Box Approach for Automated GUI-Model Generation of Mobile Applications,Wei YangMukul R. PrasadTao Xie,"Android Application, Call Graph, Graphical User Interface, Mobile Platform, Symbolic Execution",10,"As the mobile platform continues to pervade all aspects of human activity, and mobile applications, or mobile apps for short, on this platform tend to be faulty just like other types of software, there is a growing need for automated testing techniques for mobile apps. Modelbased testing is a popular and important testing approach that operates on a model of an app’s behavior. However, such a model is often not available or of insufficient quality. To address this issue, we present a novel grey-box approach for automatically extracting a model of a given mobile app. In our approach, static analysis extracts the set of events supported by the Graphical User Interface (GUI) of the app. Then dynamic crawling reverse-engineers a model of the app, by systematically exercising these events on the running app. We also present a tool implementing this approach for the Android platform. Our empirical evaluation of this tool on several Android apps demonstrates that it can efficiently extract compact yet reasonably comprehensive models of high quality for such apps."
SPRINGERLINK,Chapter,2013,State-Driven Testing of Distributed Systems,Domenico CotroneoRoberto NatellaStefano RussoFabio Scippacercola,"Experimental Dependability Assessment, Fault Injection, Fault Tolerance, Genetic Algorithms, State-based Testing, Workload",10,"In distributed systems, failures are often caused by software faults that manifest themselves only when the system enters a particular, rarely occurring system state. It thus becomes important to identify these failure-prone states during testing. We propose a state-driven testing approach for distributed systems, able to execute tests in hard-to-reach states in a repeatable and accurate way. Moreover, we present the implementation and experimental evaluation of the approach in the context of a fault-tolerant flight data processing system. Experimental results confirm the feasibility of the approach, and the accuracy and reproducibility of tests."
SPRINGERLINK,Chapter,2013,Testing Idempotence for Infrastructure as Code,Waldemar HummerFlorian RosenbergFábio OliveiraTamar Eilam,"Convergence, Idempotence, Infrastructure as Code, Middleware Deployment, Software Automation, Software Testing",10,"Due to the competitiveness of the computing industry, software developers are pressured to quickly deliver new code releases. At the same time, operators are expected to update and keep production systems stable at all times. To overcome the development–operations barrier, organizations have started to adopt Infrastructure as Code (IaC) tools to efficiently deploy middleware and applications using automation scripts. These automations comprise a series of steps that should be idempotent to guarantee repeatability and convergence. Rigorous testing is required to ensure that the system idempotently converges to a desired state, starting from arbitrary states. We propose and evaluate a model-based testing framework for IaC. An abstracted system model is utilized to derive state transition graphs, based on which we systematically generate test cases for the automation. The test cases are executed in light-weight virtual machine environments. Our prototype targets one popular IaC tool (Chef), but the approach is general. We apply our framework to a large base of public IaC scripts written by operators, showing that it correctly detects non-idempotent automations."
SPRINGERLINK,Chapter,2013,An Implementation Relation and Test Framework for Timed Distributed Systems,Christophe GastonRobert M. HieronsPascale Le Gall,"distributed systems, model based testing, symbolic input output transition systems, timed systems",10,"Many systems interact with their environment at physically distributed interfaces and the distributed nature of any observations made is known to complicate testing. This paper concerns distributed testing, where a separate tester is placed at each localised interface and may only observe what happens at this interface. Most previous work on distributed model based testing has used models that are either finite state machines or input output transition systems. In this paper we define a framework for distributed testing from timed input output transition systems along with corresponding test hypotheses and a distributed conformance relation."
SPRINGERLINK,Chapter,2013,Automated Test Case Selection Using Feature Model: An Industrial Case Study,Shuai WangArnaud GotliebShaukat AliMarius Liaaen,"Component Family Model, Feature Model, Product Line, Test Case Selection",10,"Automated test case selection for a new product in a product line is challenging due to several reasons. First, the variability within the product line needs to be captured in a systematic way; second, the reusable test cases from the repository are required to be identified for testing a new product. The objective of such automated process is to reduce the overall effort for selection (e.g., selection time), while achieving an acceptable level of the coverage of testing functionalities. In this paper, we propose a systematic and automated methodology using a Feature Model for Testing (FM_T) to capture commonalities and variabilities of a product line and a Component Family Model for Testing (CFM_T) to capture the overall structure of test cases in the repository. With our methodology, a test engineer does not need to manually go through the repository to select a relevant set of test cases for a new product. Instead, a test engineer only needs to select a set of relevant features using FM_T at a higher level of abstraction for a product and a set of relevant test cases will be selected automatically. We applied our methodology to a product line of video conferencing systems called Saturn developed by Cisco and the results show that our methodology can reduce the selection effort significantly. Moreover, we conducted a questionnaire-based study to solicit the views of test engineers who were involved in developing FM_T and CFM_T. The results show that test engineers are positive about adapting our methodology and models (FM_T and CFM_T) in their current practice."
SPRINGERLINK,Chapter,2013,Using Logic Coverage to Improve Testing Function Block Diagrams,Eduard Paul EnoiuDaniel SundmarkPaul Pettersson,"function block diagram, logic coverage, model-driven engineering, structural testing, timed automata",10,"In model-driven development, testers are often focusing on functional model-level testing, enabling verification of design models against their specifications. In addition, in safety-critical software development, testers are required to show that tests cover the structure of the implementation. Testing cost and time savings could be achieved if the process of deriving test cases for logic coverage is automated and provided test cases are ready to be executed. The logic coverage artifacts, i.e., predicates and clauses, are required for different logic coverage, e.g., MC/DC. One way of dealing with test case generation for ensuring logic coverage is to approach it as a model-checking problem, such that model-checking tools automatically create test cases. We show how logic coverage criteria can be formalized and used by a model-checker to provide test cases for ensuring coverage on safety-critical software described in the Function Block Diagram programming language. Based on our experiments, this approach, supported by a tool chain, is an applicable and useful way of generating test cases for covering Function Block Diagrams."
SPRINGERLINK,Chapter,2013,Constraints: The Core of Supporting Automated Product Configuration of Cyber-Physical Systems,Kunming NieTao YueShaukat AliLi ZhangZhiqiang Fan,"Classification, Configuration, Constraints, Cyber-Physical Systems, Industrial Case Studies, Product Line Engineering",10,"In the context of product line engineering of cyber-physical systems, there exists a large number of constraints to support, for example, consistency checking of design decisions made in hardware and software components during configuration. Manual configuration is not feasible in this context considering that managing and manipulating all these constraints in a real industrial context is very complicated and thus warrants an automated solution. Typical automation activities in this context include automated configuration value inference, optimizing configuration steps and consistency checking. However, to this end, relevant constraints have to be well-specified and characterized in the way such that automated configuration can be enabled. In this paper, we classify and characterize constraints that are required to be specified to support most of the key functionalities of any automated product configuration solution, based on our experience of studying three industrial product lines."
SPRINGERLINK,Chapter,2013,Machine-Readable Privacy Certificates for Services,Marco AnisettiClaudio A. ArdagnaMichele BezziErnesto DamianiAntonino Sabetta,"certification, privacy, testing",10,"Privacy-aware processing of personal data on the web of services requires managing a number of issues arising both from the technical and the legal domain. Several approaches have been proposed to matching privacy requirements (on the clients side) and privacy guarantees (on the service provider side). Still, the assurance of effective data protection (when possible) relies on substantial human effort and exposes organizations to significant (non-)compliance risks. In this paper we put forward the idea that a privacy certification scheme producing and managing machine-readable artifacts in the form of privacy certificates can play an important role towards the solution of this problem. Digital privacy certificates represent the reasons why a privacy property holds for a service and describe the privacy measures supporting it. Also, privacy certificates can be used to automatically select services whose certificates match the client policies (privacy requirements). Our proposal relies on an evolution of the conceptual model developed in the Assert4Soa project and on a certificate format specifically tailored to represent privacy properties. To validate our approach, we present a worked-out instance showing how privacy property Retention-based unlinkability can be certified for a banking financial service."
SPRINGERLINK,Chapter,2013,Automated Model-in-the-Loop Testing of Continuous Controllers Using Search,Reza MatinnejadShiva NejatiLionel BriandThomas BruckmannClaude Poull,"Controller Property, Exploration Algorithm, Hybrid Automaton, Industry Partner, Random Search",10,"The number and the complexity of software components embedded in today’s vehicles is rapidly increasing. A large group of these components monitor and control the operating conditions of physical devices (e.g., components controlling engines, brakes, and airbags). These controllers are known as continuous controllers . In this paper, we study testing of continuous controllers at the Model-in-Loop (MiL) level where both the controller and the environment are represented by models and connected in a closed feedback loop system. We identify a set of common requirements characterizing the desired behavior of continuous controllers, and develop a search-based technique to automatically generate test cases for these requirements. We evaluated our approach by applying it to a real automotive air compressor module. Our experience shows that our approach automatically generates several test cases for which the MiL level simulations indicate potential violations of the system requirements. Further, not only do our approach generates better test cases faster than random test case generation, but we also achieve better results than test scenarios devised by domain experts."
SPRINGERLINK,Chapter,2013,Big Metamodels Are Evil,Frédéric FondementPierre-Alain MullerLaurent ThiryBrice WittmannGermain Forestier,"Model Drive Engineering, Model Transformation, Object Management Group, Unify Modeling Language, Unify Modeling Language Model",10,"While reuse is typically considered a good practice, it may also lead to keeping irrelevant concerns in derived elements. For instance, new metamodels are usually built upon existing metamodels using additive techniques such as profiling and package merge. With such additive techniques, new metamodels tend to become bigger and bigger, which leads to harmful overheads of complexity for both tool builders and users. In this paper, we introduce ≪ package unmerge≫ - a proposal for a subtractive relation between packages - which complements existing metamodel-extension techniques."
SPRINGERLINK,Chapter,2013,Adaptive Homing and Distinguishing Experiments for Nondeterministic Finite State Machines,Natalia KushikKhaled El-FakihNina Yevtushenko,"adaptive homing and distinguishing experiments, conformance testing, Nondeterministic finite state machine",10,"Adaptive experiments are well defined in the context of finite state machine (FSM) based analysis, in particular, in FSM based testing where homing and distinguishing experiments with FSMs are used in test derivation. In this paper, we define and propose algorithms for deriving adaptive homing and distinguishing experiments for non-initialized nondeterministic finite state machines (NFSM). For NFSMs, the construction of adaptive experiments is rather complex as the partition over produced outputs does not define a partition over the set of states but rather a collection of intersecting subsets, and thus, the refinement of such subsets is more difficult than the refinement of a partition. Given a complete non-initialized observable NFSM, we establish necessary and sufficient conditions for having adaptive homing and distinguishing experiments and evaluate the upper bound on the height of these experiments. Simple application examples demonstrating a proposed approach are provided."
SPRINGERLINK,Chapter,2013,A CSP Timed Input-Output Relation and a Strategy for Mechanised Conformance Verification,Gustavo CarvalhoAugusto SampaioAlexandre Mota,"Conformance Relation, Constraint Solver, CSP, Data, Time",10,"Here we propose a timed input-output conformance relation (named CSPTIO) based on the process algebra CSP. In contrast to other relations, CSPTIO analyses data-flow reactive systems and conformance verification is mechanised in terms of a high-level strategy by reusing successful techniques and tools: refinement checking (particularly, using the FDR tool) and SMT solving (using Z3). Therefore, conformance verification does not require the implementation of specific algorithms or the manipulation of complex data structures. Furthermore, the mechanisation is proved sound. To analyse the usefulness of CSPTIO, we first consider a toy example. Then we analyse critical systems from two different domains: aeronautics and automotive. CSPTIO detected all undesired behaviours in the analysed implementation models."
SPRINGERLINK,Chapter,2013,Building Rich Internet Applications Models: Example of a Better Strategy,Suryakant ChoudharyMustafa Emre DincturkSeyed M. MirtaheriGuy-Vincent JourdanGregor v. BochmannIosif Viorel Onut,"AJAX, Crawling, Modeling, RIAs",10,"Crawling “classical” web applications is a problem that has been addressed more than a decode ago. Efficient crawling of web applications that use advanced technologies such as AJAX (called Rich Internet Applications, RIAs) is still an open problem. Crawling is important not only for indexing content, but also for building models of the applications, which is necessary for automated testing, automated security and accessibility assessments and in general for using software engineering tools. This paper presents a new strategy to crawl RIAs. It uses the concept of Model-Based Crawling (MBC) first introduced in [1], and introduces a new model, the “menu model”, which we show to be much simpler than previous models for MBC and more effective at building models than previously published methods. This method and others are compared against a set of experimental and real RIAs."
SPRINGERLINK,Chapter,2013,Issues and Ongoing Work on State-Driven Workload Generation for Distributed Systems,Roberto NatellaFabio Scippacercola,"Distributed Systems, Fault Injection, Fault Tolerance, Genetic Algorithms, Off-line synchronization, State-based Testing, Workload",10,"The dependability of a complex distributed system needs to be assured against the several conditions, namely states , in which it can operate. Generating a workload able to cover a desired target state of a distributed system is still a difficult task, since the relationship between the workload and states is nontrivial due to system complexity and non-deterministic factors. This work discusses our ongoing work on a state-driven workload generation approach for distributed systems, based on an evolutionary algorithm, and its preliminary implementation for testing a fault-tolerant distributed system for flight data processing."
SPRINGERLINK,Chapter,2013,Combining Testing and Runtime Verification Techniques,Kevin FalzonGordon J. Pace,"Outgoing Transition, Runtime Monitoring, Runtime Verification, Test Case Generation, Testing Oracle",10,"Testing is an established and integral part of the system design and development process, but incomplete coverage still leaves room for potential undiscovered bugs. Runtime verification addresses this issue by integrating verification oracles into the code, allowing for reparatory action to be taken in case of system failure after deployment. Despite the complementarity of the two approaches, the application of the two approaches at different stages in the development and deployment process results in much duplication of effort. In this paper we investigate the combination of the two approaches, by showing how one can use testing oracles to derive correct runtime verification monitors. We show how this can be achieved using QuickCheck and Larva , and apply the resulting framework to Riak, a fault-tolerant distributed database written in Erlang."
SPRINGERLINK,Chapter,2013,WebMate: Generating Test Cases for Web 2.0,Valentin DallmeierMartin BurgerTobias OrthAndreas Zeller,"automate testing, test case generation, Web 2.0, web applications",10,"Web applications are everywhere—well tested web applications however are in short supply. The mixture of JavaScript, HTML and CSS in a variety of different browsers makes it virtually impossible to apply static analysis techniques. In this setting, systematic testing becomes a real challenge. We present a technique to automatically generate tests for Web 2.0 applications. Our approach systematically explores and tests all distinct functions of a web application. Our prototype implementation WEBMATE handles interfaces as complex as Facebook and is able to cover up to 7 times as much code as existing tools. The only requirements to use WEBMATE are the address of the application and, if necessary, user name and password."
SPRINGERLINK,Chapter,2013,System Level Formal Verification via Model Checking Driven Simulation,Toni ManciniFederico MariAnnalisa MassiniIgor MelattiFabio MerliEnrico Tronci,"Discrete Event System, Event List, Model Check, Simulation Campaign, Simulation Scenario",10,"We show how by combining Explicit Model Checking techniques and simulation it is possible to effectively carry out (bounded) System Level Formal Verification of large Hybrid Systems such as those defined using model-based tools like Simulink . We use an explicit model checker (namely, CMurphi ) to generate all possible ( finite horizon ) simulation scenarios and then optimise the simulation of such scenarios by exploiting the ability of simulators to save and restore visited states. We show feasibility of our approach by presenting experimental results on the verification of the fuel control system example in the Simulink distribution. To the best of our knowledge this is the first time that (exhaustive) verification has been carried out for hybrid systems of such a size."
SPRINGERLINK,Chapter,2013,Log File Analysis with Context-Free Grammars,Gregory BosmanStefan Gruner,"context-free grammars, Intrusion detection, log file analysis",10,"Classical intrusion analysis of network log files uses statistical machine learning or regular expressions. Where statistically machine learning methods are not analytically exact, methods based on regular expressions do not reach up very far in Chomsky’s hierarchy of languages. This paper focuses on parsing traces of network traffic using context-free grammars. “Green grammars” are used to describe acceptable log files while “red grammars” are used to represent known intrusion patterns. This technique can complement or augment existing approaches by providing additional precision. Analytically, the technique is also more powerful than existing techniques that use regular expressions."
SPRINGERLINK,Chapter,2013,An Approach to Testing Java Implementation against Its UML Class Model,Hector M. ChavezWuwei ShenRobert B. FranceBenjamin A. Mechling,"Class diagram, Java, Model checking, UML",10,"Model Driven Engineering (MDE) aims to expedite the software development process by providing support for transforming models to running systems. Many modeling tools provide forward engineering features that automatically translate a model into a skeletal program that developers must complete. Inconsistencies between a design model and its implementation can result as a consequence of manually-added code. Manually checking that an implementation conforms to the model is a daunting task. Thus, there is a need for MDE tools that developers can use to check whether an implementation conforms to a model, especially when generated code is manually modified. This paper presents an approach for testing that an implementation satisfies the constraints specified in its design model. We also describe a prototypical tool that supports the approach, and we describe how its application to two Eclipse UML2 projects uncovered errors."
SPRINGERLINK,Chapter,2013,Data-Flow Based Model Analysis and Its Applications,Christian SaadBernhard Bauer,"Abstract Syntax, Dependency Graph, Meta Model, Object Constraint Language, Reference Node",10,"In this paper we present a data-flow based approach to static model analysis to address the problem of current methods being either limited in their expressiveness or employing formalisms which complicate seamless integration with standards and tools in the modeling domain. By applying data-flow analysis - a technique widely used for static program analysis - to models, we realize what can be considered a generic “programming language” for context-sensitive model analysis through declarative specifications. This is achieved by enriching meta models with data-flow attributes which are afterward instantiated for models. The resulting equation system is subjected to a fixed-point computation that yields a static approximation of the model’s dynamic behavior as specified by the analysis. The applicability of the approach is evaluated in the context of a running example, the examination of viable application domains and a statistical review of the algorithm’s performance."
SPRINGERLINK,Chapter,2013,Remote Testing of Timed Specifications,Alexandre DavidKim G. LarsenMarius MikučionisOmer L. Nguena TimoAntoine Rollet,"Causal Order, Communication Latency, Label Transition System, System Under Test, Test Purpose",10,We present a study and a testing framework on black box remote testing of real-time systems using Uppaal-TIGA. One of the essential challenges of remote testing is the communication latency between the tester and the system under test (SUT) that may lead to interleaving of inputs and outputs. This affects the generation of inputs for the SUT and the observation of outputs that may trigger a wrong test verdict. We model the overall test setup using Timed Input-Output Automata (TIOA) and present an adapted asynchronous semantics with explicit communication delays. We propose the $\varDelta$ -testability criterion for the requirement model where $\varDelta$ describes the communication latency. The test case generation problem is then reduced into a controller synthesis problem. We use Uppaal-TIGA for this purpose to solve a timed game with partial observability between the tester and the communication media together with the SUT. The objective of the game corresponds to a test purpose.
SPRINGERLINK,Chapter,2013,Validating Code-Level Behavior of Dynamic Adaptive Systems in the Face of Uncertainty,Erik M. FredericksAndres J. RamirezBetty H. C. Cheng,"genetic algorithm, novelty search, search-based software engineering, software assurance",10,"A dynamically adaptive system (DAS) self-reconfigures at run time in order to handle adverse combinations of system and environmental conditions. Techniques are needed to make DASs more resilient to system and environmental uncertainty. Furthermore, automated support to validate that a DAS provides acceptable behavior even through reconfigurations are essential to address assurance concerns. This paper introduces F enrir , an evolutionary computation-based approach to address these challenges. By explicitly searching for diverse and interesting operational contexts and examining the resulting execution traces generated by a DAS as it reconfigures in response to adverse conditions, F enrir can discover undesirable behaviors triggered by unexpected environmental conditions at design time, which can be used to revise the system appropriately. We illustrate F enrir by applying it to a dynamically adaptive remote data mirroring network that must efficiently diffuse data even in the face of adverse network conditions."
