Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,Keywords,Pages,Abstract
Learning Regular Languages over Large Alphabets,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-642-54862-8_41,Oded MalerIrini-Eleftheria Mens,2014,http://link.springer.com/chapter/10.1007/978-3-642-54862-8_41,Chapter,"Automaton Learning, Evidence Function, Membership Query, Regular Language, Target Language",10,"This work is concerned with regular languages defined over large alphabets, either infinite or just too large to be expressed enumeratively. We define a generic model where transitions are labeled by elements of a finite partition of the alphabet. We then extend Angluin’s L * algorithm for learning regular languages from examples for such automata. We have implemented this algorithm and we demonstrate its behavior where the alphabet is the set of natural numbers."
Mining State-Based Models from Proof Corpora,Intelligent Computer Mathematics,,,,10.1007/978-3-319-08434-3_21,Thomas GransdenNeil WalkinshawRajeev Raman,2014,http://link.springer.com/chapter/10.1007/978-3-319-08434-3_21,Chapter,"Extended State Machines, Interactive Theorem Proving, Model Inference",10,Interactive theorem provers have been used extensively to reason about various software/hardware systems and mathematical theorems. The key challenge when using an interactive prover is finding a suitable sequence of proof steps that will lead to a successful proof requires a significant amount of human intervention. This paper presents an automated technique that takes as input examples of successful proofs and infers an Extended Finite State Machine as output. This can in turn be used to generate proofs of new conjectures. Our preliminary experiments show that the inferred models are generally accurate (contain few false-positive sequences) and that representing existing proofs in such a way can be very useful when guiding new ones.
The Design and Implementation of the Random HTML Tags and Attributes-Based XSS Defence System,Advances in Swarm Intelligence,,,,10.1007/978-3-319-11897-0_24,Heng LinYiwen YanHongfei CaiWei Zhang,2014,http://link.springer.com/chapter/10.1007/978-3-319-11897-0_24,Chapter,"cross-site scripting, defence system, random, tag prefix",10,"At present, cross site scripting (XSS) is still one of the biggest threat for Internet security. But the defensive approach is still feature matching mostly; that is, to check for a matching and filter in all information submitted. However, filtering technology has many disadvantages as heavy-workload, complex-operation, high-risk and so on. For this reason, our system use the randomization techniques of HTML tags and attributes innovatively, based on the prefix of HTML tags and attributes, to determine the tags and attributes are Web designers expect to generate or other users insert in, and then we follow the results to carry out different policies, only tags and attributes that Web designers expected to generate can be rendered and implemented. By this way, we can defend against XSS attacks completely. The test results show that the system is able to solve a variety of problems in filtering technology. It uses simple and convenient operation and safe and secure effect to free developers from heavy filtering work. System has a good compatibility and portability across platforms, it also can connect with all web-based applications seamlessly. In all, system defend against XSS better and meet the need of today’s XSS attacks defence."
Web Application Relations Mapping,Database and Expert Systems Applications,,,,10.1007/978-3-319-10085-2_13,Radek MaříkZdeněk KoubaMichal Pantůček,2014,http://link.springer.com/chapter/10.1007/978-3-319-10085-2_13,Chapter,"association mining, data flow, GUI events, reverse engineering, software comprehension, SQL statements",10,"Web applications are developed and modified often so fast that architects, developers, and managers lose their control over quality of such software products. Reverse engineering techniques focused on different aspects of software implementation might help in keeping comprehension to implementation of web applications at appropriate level required for fulfilling change requests. We focus our effort on a reconstruction of implicit associations among GUI data items and back-end database entities. Our approach is based on an association analysis and mining using a synchronized log of GUI events and related counterparts of SQL statements. Recovered dependencies between GUI and back-end databases can be utilized advantageously in an automated design of web application data flow testing."
Wind Turbine System: An Industrial Case Study in Formal Modeling and Verification,Formal Techniques for Safety-Critical Systems,,,,10.1007/978-3-319-05416-2_15,Jagadish SuryadevaraGaetana SapienzaCristina SeceleanuTiberiu SeceleanuStein-Erik EllevsethPaul Pettersson,2014,http://link.springer.com/chapter/10.1007/978-3-319-05416-2_15,Chapter,"EAST-ADL, Industrial case-study, MARTE/CCSL, Model checking, UPPAAL, Verification, Wind turbine system",10,"In the development of embedded systems, the formal analysis of system artifacts, such as structural and behavioral models, helps the system engineers to understand the overall functional and timing behavior of the system. In this case study paper, we present our experience in applying formal verification and validation (V&V) techniques, we had earlier proposed, for an industrial wind turbine system (WTS). We demonstrate the complementary benefits of formal verification in the context of existing V&V practices largely based on simulation and testing . We also discuss some modeling trade-offs and challenges we have identified with the case-study, which are worth being emphasized. One issue is related, for instance, to the expressiveness of the system artifacts, in view of the known limitations of rigorous verification, e.g. model-checking , of industrial systems."
Formal System Modelling Using Abstract Data Types in Event-B,"Abstract State Machines, Alloy, B, TLA, VDM, and Z",,,,10.1007/978-3-662-43652-3_20,Andreas FürstThai Son HoangDavid BasinNaoto SatoKunihiko Miyazaki,2014,http://link.springer.com/chapter/10.1007/978-3-662-43652-3_20,Chapter,"abstract data types, Event-B, refinement",10,"We present a formal modelling approach using Abstract Data Types (ADTs) for developing large-scale systems in Event-B. The novelty of our approach is the combination of refinement and instantiation techniques to manage the complexity of systems under development. With ADTs, we model system components on an abstract level, specifying only the necessary properties of the components. At the same time, we postpone the introduction of their concrete definitions to later development steps. We evaluate our approach using a largescale case study in train control systems. The results show that our approach helps reduce system details during early development stages and leads to simpler and more automated proofs."
Developing Corpus-Based Translation Methods between Informal and Formal Mathematics: Project Description,Intelligent Computer Mathematics,,,,10.1007/978-3-319-08434-3_34,Cezary KaliszykJosef UrbanJiří VyskočilHerman Geuvers,2014,http://link.springer.com/chapter/10.1007/978-3-319-08434-3_34,Chapter,,10,"The goal of this project is to (i) accumulate annotated informal/formal mathematical corpora suitable for training semi-automated translation between informal and formal mathematics by statistical machine-translation methods, (ii) to develop such methods oriented at the formalization task, and in particular (iii) to combine such methods with learning-assisted automated reasoning that will serve as a strong semantic component. We describe these ideas, the initial set of corpora, and some initial experiments done over them."
Issues in Applying Model Based Process Improvement in the Cloud Computing Domain,Software Process Improvement and Capability Determination,,,,10.1007/978-3-319-13036-1_21,Jeremy CadeLian WenTerry Rout,2014,http://link.springer.com/chapter/10.1007/978-3-319-13036-1_21,Chapter,"Behavior Engineering, Cloud Computing, Process Model, Software Process",10,"Cloud Computing offers organisations a range of benefits, both economic and technological. However the decision to deploy an application or service to the cloud is a not a trivial one. Organisations need to be fully aware of not only the business requirements for a given application or service, but also the technological requirements and or constraints of the cloud. Model-based process assessment and improvement has been shown to support organisational change in different domains of application, but there are few reports of application in cloud computing. As a first step in defining suitable models to support process management, the impact of working with cloud resources on existing standard processes has been examined using the techniques of behavior engineering. A path for future work is proposed."
In-Place Natural and Effortless Navigation for Large Industrial Scenarios,"Design, User Experience, and Usability. User Experience Design for Diverse Interaction Platforms and Environments",,,,10.1007/978-3-319-07626-3_52,Lucas S. FigueiredoMariana PinheiroEdvar Vilar NetoThiago MenezesJoão Marcelo TeixeiraVeronica TeichriebPedro AlessioDaniel Freitas,2014,http://link.springer.com/chapter/10.1007/978-3-319-07626-3_52,Chapter,"body gestures, in-place navigation, natural interaction",10,"Here we address the problem of navigating in virtual environments with fixed display visualizations (e.g. projections and tvs) by using natural gestures. Gesture metaphors have proven to be a powerful tool for human computer interaction. Examples arise from smartphones to state of the art projects like the Holodesk (from Microsoft Research). However, regarding the use of gestures for navigation in virtual environments, a specific limitation arises in respect to the user movimentation in the real space. The gestures should provide the user a way of turning the virtual camera direction without losing the view of the screen. Moreover, the user must be able to move long distances in the virtual environment without trespassing real world boundaries and without becoming fatigued."
Randomised Testing of a Microprocessor Model Using SMT-Solver State Generation,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-319-10702-8_13,Brian CampbellIan Stark,2014,http://link.springer.com/chapter/10.1007/978-3-319-10702-8_13,Chapter,"HOL, microprocessor models, Randomised testing, SMT",10,"We validate a HOL4 model of the ARM Cortex-M0 microcontroller core by testing the model’s behaviour on randomly chosen instructions against a real chip. The model and our intended application involve precise timing information about instruction execution, but the implementations are pipelined, so checking the behaviour of single instructions would not give us sufficient confidence in the model. Thus we test the model using sequences of randomly chosen instructions. The main challenge is to meet the constraints on the initial and intermediate execution states: we must ensure that memory accesses are in range and that we respect restrictions on the instructions. By careful transformation of these constraints an off-the-shelf SMT solver can be used to find suitable states for executing test sequences."
3D Rectangulations and Geometric Matrix Multiplication,Algorithms and Computation,,,,10.1007/978-3-319-13075-0_6,Peter FloderusJesper JanssonChristos LevcopoulosAndrzej LingasDzmitry Sledneu,2014,http://link.springer.com/chapter/10.1007/978-3-319-13075-0_6,Chapter,"Geometric decompositions, Matrix multiplication, Minimum number rectangulation, Polyhedron, Time complexity",10,"The problem of partitioning an input rectilinear polyhedron $$P$$ into a minimum number of 3D rectangles is known to be NP-hard. We first develop a $$4$$ -approximation algorithm for the special case in which $$P$$ is a 3D histogram. It runs in $$O(m \log m)$$ time, where $$m$$ is the number of corners in $$P$$ . We then apply it to compute the arithmetic matrix product of two $$n \times n$$ matrices $$A$$ and $$B$$ with nonnegative integer entries, yielding a method for computing $$A \times B$$ in $$\tilde{O}(n^2+ \min \{ r_Ar_B, n\min \{r_A,\ r_B\}\})$$ time, where $$\tilde{O}$$ suppresses polylogarithmic (in $$n$$ ) factors and where $$r_A$$ and $$r_B$$ denote the minimum number of 3D rectangles into which the 3D histograms induced by $$A$$ and $$B$$ can be partitioned, respectively."
Model-Based Testing for Verification Back-Ends,Tests and Proofs,,,,10.1007/978-3-642-38916-0_3,Cyrille ArthoArmin BiereMartina Seidl,2013,http://link.springer.com/chapter/10.1007/978-3-642-38916-0_3,Chapter,"Application Programming Interface, Conjunctive Normal Form, Propositional Formula, Software Product Line, System Under Test",10,"Many verification tools used in practice rely on sophisticated SAT and SMT solvers. These reasoning engines are assumed and expected to be correct, but, in general, too complex to be fully verified. Therefore, effective testing techniques have to be employed. In this paper, we show how to employ model-based testing (MBT) to test sequences of application programming interface (API) calls and different system configurations. We applied this approach to our SAT solver Lingeling and compared it to existing testing approaches, revealing the effectiveness of MBT for the development of reliable SAT solvers."
Case Studies in Learning-Based Testing,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_11,Lei FengSimon LundmarkKarl MeinkeFei NiuMuddassar A. SindhuPeter Y. H. Wong,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_11,Chapter,"Kripke Structure, Model Check, Requirement Modeling, Slip Rate, System Under Test",10,"We present case studies which show how the paradigm of learning-based testing (LBT) can be successfully applied to black-box requirements testing of industrial reactive systems. For this, we apply a new testing tool LBTest, which combines algorithms for incremental black-box learning of Kripke structures with model checking technology. We show how test requirements can be modeled in propositional linear temporal logic extended by finite data types. We then provide benchmark performance results for LBTest applied to three industrial case studies."
Modbat: A Model-Based API Tester for Event-Driven Systems,Hardware and Software: Verification and Testing,,,,10.1007/978-3-319-03077-7_8,Cyrille Valentin ArthoArmin BiereMasami HagiyaEric PlatonMartina SeidlYoshinori TanabeMitsuharu Yamamoto,2013,http://link.springer.com/chapter/10.1007/978-3-319-03077-7_8,Chapter,"model-based testing, Software testing, test case derivation",10,"Model-based testing derives test executions from an abstract model that describes the system behavior. However, existing approaches are not tailored to event-driven or input/output-driven systems. In particular, there is a need to support non-blocking I/O operations, or operations throwing exceptions when communication is disrupted. Our new tool “Modbat” is specialized for testing systems where these issues are common. Modbat uses extended finite-state machines to model system behavior. Unlike most existing tools, Modbat offers a domain-specific language that supports state machines and exceptions as first-class constructs. Our model notation also handles non-determinism in the system under test, and supports alternative continuations of test cases depending on the outcome of non-deterministic operations. These features allow us to model a number of interesting libraries succinctly. Our experiments show the flexibility of Modbat and how language support for model features benefits their correct use."
Experience with Industrial Adoption of Business Process Models for User Acceptance Testing,Modelling Foundations and Applications,,,,10.1007/978-3-642-39013-5_14,Deepali KholkarPooja YelureHarshit TiwariAjay DeshpandeAditya Shetye,2013,http://link.springer.com/chapter/10.1007/978-3-642-39013-5_14,Chapter,"Business Analyst, Business Process Model, Business Process Modeling Notation, Business Rule, Unify Modeling Language",10,"Model based testing or the generation of tests from machine readable models has been widely deployed in industry for testing embedded systems and devices. Attempts are being made to extend its use to business systems. However, in spite of its potential for process improvement, its large-scale adoption for testing business systems is not yet seen, mainly due to little data being available on such use. This paper presents the findings from industrial deployment of a business process model based testing approach for User Acceptance Testing of large banking and insurance systems. The approach met with easier acceptance from the user community due to use of business process models and has proved to scale to very large models. It resulted in an overall productivity benefit of 20-30% in test design and planning, in addition to digitization of domain and process knowledge and has been successfully adopted organization-wide. Benefits as well as issues faced in large-scale adoption are discussed along with solutions found and open problems."
Unfolding-Based Test Selection for Concurrent Conformance,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_7,Hernán Ponce de LeónStefan HaarDelphine Longuet,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_7,Chapter,"Coverage Criterion, Label Transition System, Partial Order, System Under Test, Test Suite",10,"Model-based testing has mainly focused on models where currency is interpreted as interleaving (like the ioco theory for labeled transition systems), which may be too coarse when one wants concurrency to be preserved in the implementation. In order to test such concurrent systems, we choose to use Petri nets as specifications and define a concurrent conformance relation named co-ioco . We propose a test generation algorithm based on Petri net unfolding able to build a complete test suite w.r.t our co-ioco conformance relation. In addition we propose a coverage criterion based on a dedicated notion of complete prefixes that selects a manageable test suite."
Identification and Selection of Interaction Test Scenarios for Integration Testing,System Analysis and Modeling: Theory and Practice,,,,10.1007/978-3-642-36757-1_2,Mohamed MussaFerhat Khendek,2013,http://link.springer.com/chapter/10.1007/978-3-642-36757-1_2,Chapter,"Components, Integration, Interactions, Model Based Testing, Testing",10,"Integration testing checks for compatibility and interoperability between the components in the system. Integration test models are, typically, generated independently from the other testing level models. In our research, we aim at a model-based framework across unit, integration, and acceptance level testing. This paper contributes to this framework and for the generation of integration test models from unit test models. More precisely, we focus on component interaction test scenarios identification and selection. Following our approach, at each integration step, unit test cases with interaction scenarios involving the component and the context are identified, selected and merged to build the integration test model for the next step. Unit test stubs and drivers are reused in the integration test model. Redundant test cases are eliminated from the generated test models."
Model-Driven Test Code Generation,Evaluation of Novel Approaches to Software Engineering,,,,10.1007/978-3-642-32341-6_11,Beatriz Pérez LamanchaPedro RealesMacario PoloDanilo Caivano,2013,http://link.springer.com/chapter/10.1007/978-3-642-32341-6_11,Chapter,"Model Transformation, Object Management Group, Sequence Diagram, Software Product Line, System Under Test",10,"Model-driven Testing (MDT) refers a model-based testing that follows Model Driven Engineering paradigm, i.e., the test cases are automated generated using models extracted from software artifacts through model transformations. In previous work, we developed a model to model transformation that takes as input UML 2.0 sequence diagrams, and automatically derive test cases scenarios that conforms the UML Testing Profile. In this work, these test case scenarios are automatically transformed using model to text transformation. This transformation, which can be applied to obtain test cases in a variety of programming languages, is implemented with MOFScript, which is also an OMG standard."
Towards a GUI Test Model Using State Charts and Programming Code,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_18,Daniel MauserAlexander KlausKonstantin Holl,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_18,Chapter,"automotive, human machine interface, model based testing",10,"Modern human machine interfaces provide a sophisticated structure and logic to ease their use. As they are the only mean to control the system behind, extensive testing and highest quality is required in the automotive domain. A common testing approach in literature is to derive the necessary test cases from a formal model. However, redundancy and data dependency still hinder manual modeling in the industrial context. In this paper, we present preliminary work to address these obstacles. As a first step, we combined depictive state charts with reusable programming code. We modeled parts of the graphical user interface of a state-of-the-art infotainment system and successfully generated a test suite that covers our testing goal to reach each button at least once."
Automatic Grammar-Based Test Generation,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_2,Hai-Feng GuoZongyan Qiu,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_2,Chapter,"Coverage Tree, Generate Test Case, Production Rule, Software Product Line, Test Generation",10,"In this paper, we present an automatic grammar-based test generation approach which takes a symbolic grammar as input, requires zero control input from users, and produces well-distributed test cases. Our approach utilizes a novel dynamic stochastic model where each variable is associated with a tuple of probability distributions, which are dynamically adjusted along the derivation. The adjustment is based on a tabling strategy to keep track of the recursion of each grammar variable. We further present a test generation coverage tree illustrating the distribution of generated test cases and their detailed derivations, more importantly, it provides various implicit balance control mechanisms. We implemented this approach in a Java-based system, named Gena . Experimental results demonstrate the effectiveness of our test generation approach and show the balanced distribution of generated test cases over grammatical structures."
Systematic Review on Software Product Line Testing,Software and Data Technologies,,,,10.1007/978-3-642-29578-2_4,Beatriz Pérez LamanchaMacario PoloMario Piattini,2013,http://link.springer.com/chapter/10.1007/978-3-642-29578-2_4,Chapter,"Software product lines, Software testing, Survey, Systematic review, Test",10,"This article presents a systematic review of the literature about Testing in Software Product Lines. The objective is to analyze the existing approaches to testing in software product lines, discussing the significant issues related to this area of knowledge and providing an up-to-date state of the art, which can serve as a basis for innovative research activities. The paper includes an analysis on how SPL research can contribute to dynamize the research in software testing."
Behavioral Fuzzing Operators for UML Sequence Diagrams,System Analysis and Modeling: Theory and Practice,,,,10.1007/978-3-642-36757-1_6,Martin SchneiderJürgen GroßmannNikolay TcholtchevIna SchieferdeckerAndrej Pietschker,2013,http://link.springer.com/chapter/10.1007/978-3-642-36757-1_6,Chapter,"Fuzzing, Model-based Testing, Security Testing, UML",10,"Model-based testing is a recognized method for testing the functionality of a system under test. However, it is not only the functionality of a system that has to be assessed. Also the security aspect has to be tested, especially for systems that provide interfaces to the Internet. In order to find vulnerabilities that could be exploited to break into or to crash a system, fuzzing is an established technique in industry. Model-based fuzzing complements model-based testing of functionality in order to find vulnerabilities by injecting invalid input data into the system. While it focuses on invalid input data, we present a complementary approach called behavioral fuzzing. Behavioral fuzzing does not inject invalid input data but sends an invalid sequence of messages to the system under test. We start with existing UML sequence diagrams – e.g. functional test cases – and modify them by applying fuzzing operators in order to generate invalid sequences of messages. We present the identified fuzzing operators and propose a classification for them. A description of a case study from the ITEA-2 research project DIAMONDS as well as preliminary results are presented."
Incremental Refinement Checking for Test Case Generation,Tests and Proofs,,,,10.1007/978-3-642-38916-0_1,Bernhard K. AichernigElisabeth JöbstlMatthias Kegele,2013,http://link.springer.com/chapter/10.1007/978-3-642-38916-0_1,Chapter,"action systems, conformance, constraint solving, model-based testing, mutation testing, refinement, SMT solving",10,"We combine model-based testing and mutation testing to automatically generate a test suite that achieves a high mutation adequacy score. The original model representing the system under test is mutated. To generate test cases that detect whether a modelled fault has been implemented, we perform a refinement check between the original and the mutated models. Action systems serve as formal models. They are well-suited to model reactive systems and allow non-determinism. We extend our previous work by two techniques to improve efficiency: (1) a strategy to efficiently handle a large number of mutants and (2) incremental solving. A case study illustrates the potential of our improvements. The runtime for checking appr. 200 mutants could be reduced from 20s to 3s. We implemented our algorithms in two versions: one uses a constraint solver, the other one an SMT solver. Both show similar performance."
A Generic Fault Model for Quality Assurance,Model-Driven Engineering Languages and Systems,,,,10.1007/978-3-642-41533-3_6,Alexander PretschnerDominik HollingRobert EschbachMatthias Gemmar,2013,http://link.springer.com/chapter/10.1007/978-3-642-41533-3_6,Chapter,,10,"Because they are comparatively easy to implement, structural coverage criteria are commonly used for test derivation in model- and code-based testing. However, there is a lack of compelling evidence that they are useful for finding faults, specifically so when compared to random testing. This paper challenges the idea of using coverage criteria for test selection and instead proposes an approach based on fault models. We define a general fault model as a transformation from correct to incorrect programs and/or a partition of the input data space. Thereby, we leverage the idea of fault injection for test assessment to test derivation. We instantiate the developed general fault model to describe existing fault models. We also show by example how to derive test cases."
A Grey-Box Approach for Automated GUI-Model Generation of Mobile Applications,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-642-37057-1_19,Wei YangMukul R. PrasadTao Xie,2013,http://link.springer.com/chapter/10.1007/978-3-642-37057-1_19,Chapter,"Android Application, Call Graph, Graphical User Interface, Mobile Platform, Symbolic Execution",10,"As the mobile platform continues to pervade all aspects of human activity, and mobile applications, or mobile apps for short, on this platform tend to be faulty just like other types of software, there is a growing need for automated testing techniques for mobile apps. Modelbased testing is a popular and important testing approach that operates on a model of an app’s behavior. However, such a model is often not available or of insufficient quality. To address this issue, we present a novel grey-box approach for automatically extracting a model of a given mobile app. In our approach, static analysis extracts the set of events supported by the Graphical User Interface (GUI) of the app. Then dynamic crawling reverse-engineers a model of the app, by systematically exercising these events on the running app. We also present a tool implementing this approach for the Android platform. Our empirical evaluation of this tool on several Android apps demonstrates that it can efficiently extract compact yet reasonably comprehensive models of high quality for such apps."
State-Driven Testing of Distributed Systems,Principles of Distributed Systems,,,,10.1007/978-3-319-03850-6_9,Domenico CotroneoRoberto NatellaStefano RussoFabio Scippacercola,2013,http://link.springer.com/chapter/10.1007/978-3-319-03850-6_9,Chapter,"Experimental Dependability Assessment, Fault Injection, Fault Tolerance, Genetic Algorithms, State-based Testing, Workload",10,"In distributed systems, failures are often caused by software faults that manifest themselves only when the system enters a particular, rarely occurring system state. It thus becomes important to identify these failure-prone states during testing. We propose a state-driven testing approach for distributed systems, able to execute tests in hard-to-reach states in a repeatable and accurate way. Moreover, we present the implementation and experimental evaluation of the approach in the context of a fault-tolerant flight data processing system. Experimental results confirm the feasibility of the approach, and the accuracy and reproducibility of tests."
Testing Idempotence for Infrastructure as Code,Middleware 2013,,,,10.1007/978-3-642-45065-5_19,Waldemar HummerFlorian RosenbergFábio OliveiraTamar Eilam,2013,http://link.springer.com/chapter/10.1007/978-3-642-45065-5_19,Chapter,"Convergence, Idempotence, Infrastructure as Code, Middleware Deployment, Software Automation, Software Testing",10,"Due to the competitiveness of the computing industry, software developers are pressured to quickly deliver new code releases. At the same time, operators are expected to update and keep production systems stable at all times. To overcome the development–operations barrier, organizations have started to adopt Infrastructure as Code (IaC) tools to efficiently deploy middleware and applications using automation scripts. These automations comprise a series of steps that should be idempotent to guarantee repeatability and convergence. Rigorous testing is required to ensure that the system idempotently converges to a desired state, starting from arbitrary states. We propose and evaluate a model-based testing framework for IaC. An abstracted system model is utilized to derive state transition graphs, based on which we systematically generate test cases for the automation. The test cases are executed in light-weight virtual machine environments. Our prototype targets one popular IaC tool (Chef), but the approach is general. We apply our framework to a large base of public IaC scripts written by operators, showing that it correctly detects non-idempotent automations."
An Implementation Relation and Test Framework for Timed Distributed Systems,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_6,Christophe GastonRobert M. HieronsPascale Le Gall,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_6,Chapter,"distributed systems, model based testing, symbolic input output transition systems, timed systems",10,"Many systems interact with their environment at physically distributed interfaces and the distributed nature of any observations made is known to complicate testing. This paper concerns distributed testing, where a separate tester is placed at each localised interface and may only observe what happens at this interface. Most previous work on distributed model based testing has used models that are either finite state machines or input output transition systems. In this paper we define a framework for distributed testing from timed input output transition systems along with corresponding test hypotheses and a distributed conformance relation."
Automated Test Case Selection Using Feature Model: An Industrial Case Study,Model-Driven Engineering Languages and Systems,,,,10.1007/978-3-642-41533-3_15,Shuai WangArnaud GotliebShaukat AliMarius Liaaen,2013,http://link.springer.com/chapter/10.1007/978-3-642-41533-3_15,Chapter,"Component Family Model, Feature Model, Product Line, Test Case Selection",10,"Automated test case selection for a new product in a product line is challenging due to several reasons. First, the variability within the product line needs to be captured in a systematic way; second, the reusable test cases from the repository are required to be identified for testing a new product. The objective of such automated process is to reduce the overall effort for selection (e.g., selection time), while achieving an acceptable level of the coverage of testing functionalities. In this paper, we propose a systematic and automated methodology using a Feature Model for Testing (FM_T) to capture commonalities and variabilities of a product line and a Component Family Model for Testing (CFM_T) to capture the overall structure of test cases in the repository. With our methodology, a test engineer does not need to manually go through the repository to select a relevant set of test cases for a new product. Instead, a test engineer only needs to select a set of relevant features using FM_T at a higher level of abstraction for a product and a set of relevant test cases will be selected automatically. We applied our methodology to a product line of video conferencing systems called Saturn developed by Cisco and the results show that our methodology can reduce the selection effort significantly. Moreover, we conducted a questionnaire-based study to solicit the views of test engineers who were involved in developing FM_T and CFM_T. The results show that test engineers are positive about adapting our methodology and models (FM_T and CFM_T) in their current practice."
Using Logic Coverage to Improve Testing Function Block Diagrams,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_1,Eduard Paul EnoiuDaniel SundmarkPaul Pettersson,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_1,Chapter,"function block diagram, logic coverage, model-driven engineering, structural testing, timed automata",10,"In model-driven development, testers are often focusing on functional model-level testing, enabling verification of design models against their specifications. In addition, in safety-critical software development, testers are required to show that tests cover the structure of the implementation. Testing cost and time savings could be achieved if the process of deriving test cases for logic coverage is automated and provided test cases are ready to be executed. The logic coverage artifacts, i.e., predicates and clauses, are required for different logic coverage, e.g., MC/DC. One way of dealing with test case generation for ensuring logic coverage is to approach it as a model-checking problem, such that model-checking tools automatically create test cases. We show how logic coverage criteria can be formalized and used by a model-checker to provide test cases for ensuring coverage on safety-critical software described in the Function Block Diagram programming language. Based on our experiments, this approach, supported by a tool chain, is an applicable and useful way of generating test cases for covering Function Block Diagrams."
Constraints: The Core of Supporting Automated Product Configuration of Cyber-Physical Systems,Model-Driven Engineering Languages and Systems,,,,10.1007/978-3-642-41533-3_23,Kunming NieTao YueShaukat AliLi ZhangZhiqiang Fan,2013,http://link.springer.com/chapter/10.1007/978-3-642-41533-3_23,Chapter,"Classification, Configuration, Constraints, Cyber-Physical Systems, Industrial Case Studies, Product Line Engineering",10,"In the context of product line engineering of cyber-physical systems, there exists a large number of constraints to support, for example, consistency checking of design decisions made in hardware and software components during configuration. Manual configuration is not feasible in this context considering that managing and manipulating all these constraints in a real industrial context is very complicated and thus warrants an automated solution. Typical automation activities in this context include automated configuration value inference, optimizing configuration steps and consistency checking. However, to this end, relevant constraints have to be well-specified and characterized in the way such that automated configuration can be enabled. In this paper, we classify and characterize constraints that are required to be specified to support most of the key functionalities of any automated product configuration solution, based on our experience of studying three industrial product lines."
Machine-Readable Privacy Certificates for Services,On the Move to Meaningful Internet Systems: OTM 2013 Conferences,,,,10.1007/978-3-642-41030-7_31,Marco AnisettiClaudio A. ArdagnaMichele BezziErnesto DamianiAntonino Sabetta,2013,http://link.springer.com/chapter/10.1007/978-3-642-41030-7_31,Chapter,"certification, privacy, testing",10,"Privacy-aware processing of personal data on the web of services requires managing a number of issues arising both from the technical and the legal domain. Several approaches have been proposed to matching privacy requirements (on the clients side) and privacy guarantees (on the service provider side). Still, the assurance of effective data protection (when possible) relies on substantial human effort and exposes organizations to significant (non-)compliance risks. In this paper we put forward the idea that a privacy certification scheme producing and managing machine-readable artifacts in the form of privacy certificates can play an important role towards the solution of this problem. Digital privacy certificates represent the reasons why a privacy property holds for a service and describe the privacy measures supporting it. Also, privacy certificates can be used to automatically select services whose certificates match the client policies (privacy requirements). Our proposal relies on an evolution of the conceptual model developed in the Assert4Soa project and on a certificate format specifically tailored to represent privacy properties. To validate our approach, we present a worked-out instance showing how privacy property Retention-based unlinkability can be certified for a banking financial service."
Automated Model-in-the-Loop Testing of Continuous Controllers Using Search,Search Based Software Engineering,,,,10.1007/978-3-642-39742-4_12,Reza MatinnejadShiva NejatiLionel BriandThomas BruckmannClaude Poull,2013,http://link.springer.com/chapter/10.1007/978-3-642-39742-4_12,Chapter,"Controller Property, Exploration Algorithm, Hybrid Automaton, Industry Partner, Random Search",10,"The number and the complexity of software components embedded in today’s vehicles is rapidly increasing. A large group of these components monitor and control the operating conditions of physical devices (e.g., components controlling engines, brakes, and airbags). These controllers are known as continuous controllers . In this paper, we study testing of continuous controllers at the Model-in-Loop (MiL) level where both the controller and the environment are represented by models and connected in a closed feedback loop system. We identify a set of common requirements characterizing the desired behavior of continuous controllers, and develop a search-based technique to automatically generate test cases for these requirements. We evaluated our approach by applying it to a real automotive air compressor module. Our experience shows that our approach automatically generates several test cases for which the MiL level simulations indicate potential violations of the system requirements. Further, not only do our approach generates better test cases faster than random test case generation, but we also achieve better results than test scenarios devised by domain experts."
