Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Constraints: The Core of Supporting Automated Product Configuration of Cyber-Physical Systems,Model-Driven Engineering Languages and Systems,,,,10.1007/978-3-642-41533-3_23,Kunming NieTao YueShaukat AliLi ZhangZhiqiang Fan,2013,http://link.springer.com/chapter/10.1007/978-3-642-41533-3_23,Chapter
Machine-Readable Privacy Certificates for Services,On the Move to Meaningful Internet Systems: OTM 2013 Conferences,,,,10.1007/978-3-642-41030-7_31,Marco AnisettiClaudio A. ArdagnaMichele BezziErnesto DamianiAntonino Sabetta,2013,http://link.springer.com/chapter/10.1007/978-3-642-41030-7_31,Chapter
Automated Model-in-the-Loop Testing of Continuous Controllers Using Search,Search Based Software Engineering,,,,10.1007/978-3-642-39742-4_12,Reza MatinnejadShiva NejatiLionel BriandThomas BruckmannClaude Poull,2013,http://link.springer.com/chapter/10.1007/978-3-642-39742-4_12,Chapter
Big Metamodels Are Evil,Model-Driven Engineering Languages and Systems,,,,10.1007/978-3-642-41533-3_9,Frédéric FondementPierre-Alain MullerLaurent ThiryBrice WittmannGermain Forestier,2013,http://link.springer.com/chapter/10.1007/978-3-642-41533-3_9,Chapter
Adaptive Homing and Distinguishing Experiments for Nondeterministic Finite State Machines,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_3,Natalia KushikKhaled El-FakihNina Yevtushenko,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_3,Chapter
A CSP Timed Input-Output Relation and a Strategy for Mechanised Conformance Verification,Formal Methods and Software Engineering,,,,10.1007/978-3-642-41202-8_11,Gustavo CarvalhoAugusto SampaioAlexandre Mota,2013,http://link.springer.com/chapter/10.1007/978-3-642-41202-8_11,Chapter
Building Rich Internet Applications Models: Example of a Better Strategy,Web Engineering,,,,10.1007/978-3-642-39200-9_25,Suryakant ChoudharyMustafa Emre DincturkSeyed M. MirtaheriGuy-Vincent JourdanGregor v. BochmannIosif Viorel Onut,2013,http://link.springer.com/chapter/10.1007/978-3-642-39200-9_25,Chapter
Issues and Ongoing Work on State-Driven Workload Generation for Distributed Systems,Dependable Computing,,,,10.1007/978-3-642-38789-0_9,Roberto NatellaFabio Scippacercola,2013,http://link.springer.com/chapter/10.1007/978-3-642-38789-0_9,Chapter
Combining Testing and Runtime Verification Techniques,Model-Based Methodologies for Pervasive and Embedded Software,,,,10.1007/978-3-642-38209-3_3,Kevin FalzonGordon J. Pace,2013,http://link.springer.com/chapter/10.1007/978-3-642-38209-3_3,Chapter
WebMate: Generating Test Cases for Web 2.0,Software Quality. Increasing Value in Software and Systems Development,,,,10.1007/978-3-642-35702-2_5,Valentin DallmeierMartin BurgerTobias OrthAndreas Zeller,2013,http://link.springer.com/chapter/10.1007/978-3-642-35702-2_5,Chapter
System Level Formal Verification via Model Checking Driven Simulation,Computer Aided Verification,,,,10.1007/978-3-642-39799-8_21,Toni ManciniFederico MariAnnalisa MassiniIgor MelattiFabio MerliEnrico Tronci,2013,http://link.springer.com/chapter/10.1007/978-3-642-39799-8_21,Chapter
Log File Analysis with Context-Free Grammars,Advances in Digital Forensics IX,,,,10.1007/978-3-642-41148-9_10,Gregory BosmanStefan Gruner,2013,http://link.springer.com/chapter/10.1007/978-3-642-41148-9_10,Chapter
An Approach to Testing Java Implementation against Its UML Class Model,Model-Driven Engineering Languages and Systems,,,,10.1007/978-3-642-41533-3_14,Hector M. ChavezWuwei ShenRobert B. FranceBenjamin A. Mechling,2013,http://link.springer.com/chapter/10.1007/978-3-642-41533-3_14,Chapter
Data-Flow Based Model Analysis and Its Applications,Model-Driven Engineering Languages and Systems,,,,10.1007/978-3-642-41533-3_43,Christian SaadBernhard Bauer,2013,http://link.springer.com/chapter/10.1007/978-3-642-41533-3_43,Chapter
Remote Testing of Timed Specifications,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_5,Alexandre DavidKim G. LarsenMarius MikučionisOmer L. Nguena TimoAntoine Rollet,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_5,Chapter
Validating Code-Level Behavior of Dynamic Adaptive Systems in the Face of Uncertainty,Search Based Software Engineering,,,,10.1007/978-3-642-39742-4_8,Erik M. FredericksAndres J. RamirezBetty H. C. Cheng,2013,http://link.springer.com/chapter/10.1007/978-3-642-39742-4_8,Chapter
Augmenting Sequence Enumeration with String-Rewriting for Requirements Analysis and Behavioral Specification,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-642-37057-1_13,Lan LinJesse H. PooreRobert EschbachRobert M. HieronsChristopher Robinson-Mallett,2013,http://link.springer.com/chapter/10.1007/978-3-642-37057-1_13,Chapter
Inferring Automata with State-Local Alphabet Abstractions,NASA Formal Methods,,,,10.1007/978-3-642-38088-4_9,Malte IsbernerFalk HowarBernhard Steffen,2013,http://link.springer.com/chapter/10.1007/978-3-642-38088-4_9,Chapter
POGen: A Test Code Generator Based on Template Variable Coverage in Gray-Box Integration Testing for Web Applications,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-642-37057-1_25,Kazunori SakamotoKaizu TomohiroDaigo HamuraHironori WashizakiYoshiaki Fukazawa,2013,http://link.springer.com/chapter/10.1007/978-3-642-37057-1_25,Chapter
Testing with Inputs and Outputs in CSP,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-642-37057-1_26,Ana CavalcantiRobert M. Hierons,2013,http://link.springer.com/chapter/10.1007/978-3-642-37057-1_26,Chapter
Machine Learning for Emergent Middleware,"Trustworthy Eternal Systems via Evolving Software, Data and Knowledge",,,,10.1007/978-3-642-45260-4_2,Amel BennaceurValérie IssarnyDaniel SykesFalk HowarMalte IsbernerBernhard SteffenRichard JohanssonAlessandro Moschitti,2013,http://link.springer.com/chapter/10.1007/978-3-642-45260-4_2,Chapter
A New Test-Generation Methodology for System-Level Verification of Production Processes,Hardware and Software: Verification and Testing,,,,10.1007/978-3-642-39611-3_19,Allon AdirAlex GoryachevLev GreenbergTamer SalmanGil Shurek,2013,http://link.springer.com/chapter/10.1007/978-3-642-39611-3_19,Chapter
Regression Testing for Model Transformations: A Multi-objective Approach,Search Based Software Engineering,,,,10.1007/978-3-642-39742-4_16,Jeffery ShelburgMarouane KessentiniDaniel R. Tauritz,2013,http://link.springer.com/chapter/10.1007/978-3-642-39742-4_16,Chapter
Path-Aware Time-Triggered Runtime Verification,Runtime Verification,,,,10.1007/978-3-642-35632-2_21,Samaneh NavabpourBorzoo BonakdarpourSebastian Fischmeister,2013,http://link.springer.com/chapter/10.1007/978-3-642-35632-2_21,Chapter
State Coverage: An Empirical Analysis Based on a User Study,SOFSEM 2013: Theory and Practice of Computer Science,,,,10.1007/978-3-642-35843-2_40,Dries VanoverbergheEmma EyckmansFrank Piessens,2013,http://link.springer.com/chapter/10.1007/978-3-642-35843-2_40,Chapter
Systematic Testing of Graph Transformations: A Practical Approach Based on Graph Patterns,Theory and Practice of Model Transformations,,,,10.1007/978-3-642-38883-5_18,Martin WieberAndy Schürr,2013,http://link.springer.com/chapter/10.1007/978-3-642-38883-5_18,Chapter
Challenges of Testing Periodic Messages in Avionics Systems Using TTCN-3,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_14,Bernard StepienLiam Peyton,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_14,Chapter
Testing Stochastic Systems Using MoVoS Tool: Case Studies,Information and Software Technologies,,,,10.1007/978-3-642-41947-8_26,Kenza BouaroudjDjamel-Eddine SaidouniIlham Kitouni,2013,http://link.springer.com/chapter/10.1007/978-3-642-41947-8_26,Chapter
Automatic Inference of Erlang Module Behaviour,Integrated Formal Methods,,,,10.1007/978-3-642-38613-8_18,Ramsay TaylorKirill BogdanovJohn Derrick,2013,http://link.springer.com/chapter/10.1007/978-3-642-38613-8_18,Chapter
A Fast Algorithm Finding the Shortest Reset Words,Computing and Combinatorics,,,,10.1007/978-3-642-38768-5_18,Andrzej KisielewiczJakub KowalskiMarek Szykuła,2013,http://link.springer.com/chapter/10.1007/978-3-642-38768-5_18,Chapter
Fast-Forward Runtime Monitoring — An Industrial Case Study,Runtime Verification,,,,10.1007/978-3-642-35632-2_22,Christian ColomboGordon J. Pace,2013,http://link.springer.com/chapter/10.1007/978-3-642-35632-2_22,Chapter
Reducing Monitoring Overhead by Integrating Event- and Time-Triggered Techniques,Runtime Verification,,,,10.1007/978-3-642-40787-1_18,Chun Wah Wallace WuDeepak KumarBorzoo BonakdarpourSebastian Fischmeister,2013,http://link.springer.com/chapter/10.1007/978-3-642-40787-1_18,Chapter
A Metric for Testing Program Verification Systems,Tests and Proofs,,,,10.1007/978-3-642-38916-0_4,Bernhard BeckertThorsten BormerMarkus Wagner,2013,http://link.springer.com/chapter/10.1007/978-3-642-38916-0_4,Chapter
Constraint Specification and Test Generation for OSEK/VDX-Based Operating Systems,Software Engineering and Formal Methods,,,,10.1007/978-3-642-40561-7_21,Yunja Choi,2013,http://link.springer.com/chapter/10.1007/978-3-642-40561-7_21,Chapter
A Fault Injection Based Approach to Assessment of Quality of Test Sets for BPEL Processes,Evaluation of Novel Approaches to Software Engineering,,,,10.1007/978-3-642-54092-9_6,Damian GrelaKrzysztof SapiechaJoanna Strug,2013,http://link.springer.com/chapter/10.1007/978-3-642-54092-9_6,Chapter
